Record Type,Material Number,Material Description,Receiving Plant Location,MRP Quantity,Order Unit,Delivery Date,Document Type,Document Number,Planned Delivery,"Time,Commit Zone (Days)",Commit Zone Quantity,Price,Per,Price Unit,Currency,Commodity Code,Material Status,Status valid from,Vendor Number,Vendor Name,Creation Date,ECM No
H,Y6NF010706,DECO JAR (TECH GERMANY),,54000,,,,,0,168,"54,000",684.85,1000,EA,EUR,Jars - Plastic,,0,10107689,TECHNIMARK GMBH,20200116,
D,Y6NF010706,,Whitman UK,6480,EA,1/23/2020,ASN,4502057945/00010,18,0,COMMIT,0,0,,,,In Line,20160701,10107689,,20200116,
D,Y6NF010706,,Whitman UK,10800,EA,1/30/2020,ASN,4502070655/00010,18,0,COMMIT,0,0,,,,In Line,20160701,10107689,,20200116,
D,Y6NF010706,,Whitman UK,8640,EA,2/7/2020,OA,4502070656/00010,18,0,COMMIT,0,0,,,,In Line,20160701,10107689,,20200116,
D,Y6NF010706,,Whitman UK,4320,EA,3/6/2020,PR,1357408654/00999,18,0,COMMIT,0,0,,,,In Line,20160701,10107689,,20200116,
D,Y6NF010706,,Whitman UK,2160,EA,3/30/2020,PR,1355028000/00999,18,0,COMMIT,0,0,,,,In Line,20160701,10107689,,20200116,
D,Y6NF010706,,Whitman UK,1440,EA,5/1/2020,PR,1355028001/00999,18,0,COMMIT,0,0,,,,In Line,20160701,10107689,,20200116,
D,Y6NF010706,,Whitman UK,10080,EA,5/29/2020,PR,1355028002/00999,18,0,COMMIT,0,0,,,,In Line,20160701,10107689,,20200116,
D,Y6NF010706,,Whitman UK,10080,EA,6/26/2020,PR,1355028003/00999,18,0,COMMIT,0,0,,,,In Line,20160701,10107689,,20200116,
H,Y6NJ010705,DECO JAR 50ML (TM GERMAN,,69840,,,,,0,168,"33,120",710.25,1000,EA,EUR,Jars - Plastic,,0,10107689,TECHNIMARK GMBH,20200116,
D,Y6NJ010705,,Whitman UK,6480,EA,1/24/2020,ASN,4502057958/00010,18,0,COMMIT,0,0,,,,In Line,20160920,10107689,,20200116,
D,Y6NJ010705,,Whitman UK,12960,EA,3/19/2020,EXP,4502070657/00010,18,0,COMMIT,0,0,,,,In Line,20160920,10107689,,20200116,
D,Y6NJ010705,,Whitman UK,4320,EA,4/9/2020,PR,1357408658/00999,18,0,COMMIT,0,0,,,,In Line,20160920,10107689,,20200116,
D,Y6NJ010705,,Whitman UK,9360,EA,6/15/2020,PR,1355028165/00999,18,0,COMMIT,0,0,,,,In Line,20160920,10107689,,20200116,
D,Y6NJ010705,,Whitman UK,5040,EA,7/13/2020,PR,1355028166/00999,18,0,,0,0,,,,In Line,20160920,10107689,,20200116,
D,Y6NJ010705,,Whitman UK,4320,EA,8/10/2020,PR,1355028167/00999,18,0,,0,0,,,,In Line,20160920,10107689,,20200116,
D,Y6NJ010705,,Whitman UK,3600,EA,9/7/2020,PR,1355028168/00999,18,0,,0,0,,,,In Line,20160920,10107689,,20200116,
D,Y6NJ010705,,Whitman UK,8640,EA,10/5/2020,PR,1355028169/00999,18,0,,0,0,,,,In Line,20160920,10107689,,20200116,
D,Y6NJ010705,,Whitman UK,3600,EA,11/2/2020,PR,1355028170/00999,18,0,,0,0,,,,In Line,20160920,10107689,,20200116,
D,Y6NJ010705,,Whitman UK,1440,EA,11/30/2020,PR,1355028171/00999,18,0,,0,0,,,,In Line,20160920,10107689,,20200116,
D,Y6NJ010705,,Whitman UK,7200,EA,12/21/2020,PR,1355028172/00999,18,0,,0,0,,,,In Line,20160920,10107689,,20200116,
D,Y6NJ010705,,Whitman UK,2880,EA,1/25/2021,PR,1355028173/00999,18,0,,0,0,,,,In Line,20160920,10107689,,20200116,
H,YTRX016707,DECO. JAR (TECH),,33840,,,,,0,168,"12,960",660.13,1000,EA,EUR,Jars - Plastic,,0,10107689,TECHNIMARK GMBH,20200116,
D,YTRX016707,,Whitman UK,4320,EA,5/11/2020,PR,1357324584/00999,18,0,COMMIT,0,0,,,,In Line,20170622,10107689,,20200116,
D,YTRX016707,,Whitman UK,5040,EA,6/16/2020,PR,1357324585/00999,18,0,COMMIT,0,0,,,,In Line,20170622,10107689,,20200116,
D,YTRX016707,,Whitman UK,3600,EA,6/16/2020,EXP,4502070662/00010,18,0,COMMIT,0,0,,,,In Line,20170622,10107689,,20200116,
D,YTRX016707,,Whitman UK,5040,EA,7/27/2020,PR,1357324586/00999,18,0,,0,0,,,,In Line,20170622,10107689,,20200116,
D,YTRX016707,,Whitman UK,5040,EA,9/8/2020,PR,1355033214/00999,18,0,,0,0,,,,In Line,20170622,10107689,,20200116,
D,YTRX016707,,Whitman UK,5040,EA,11/2/2020,PR,1355033216/00999,18,0,,0,0,,,,In Line,20170622,10107689,,20200116,
D,YTRX016707,,Whitman UK,5760,EA,12/22/2020,PR,1355033217/00999,18,0,,0,0,,,,In Line,20170622,10107689,,20200116,
